src,trg
write a python program which takes input a list and prints the standard deviation of elements within the list,"'\nmean = sum(s1) / len(s1) \nvariance = sum([((x - mean) ** 2) for x in s1]) / len(s1) \nres = variance ** 0.5\nprint(""Standard deviation of sample is  :  "" + str(res)) '"
write a python program which prints a random number,'\nimport random\nn = random.random()\nprint(n) '
write a python function that takes input a string and removes duplicates from the same,"'\nfoo = input(""Enter String  :  "")\nprint(""Duplicates Removed"","""".join(set(foo)))'"
"Write a Python program to add 'ing' at the end of a given string (length should be at least 3). If the given string already ends with 'ing' then add 'ly' instead. If the string length of the given string is less than 3, leave it unchanged.","""\ndef add_string(str1) : \n\tlength = len(str1)\n\tif length > 2 : \n\tif str1[-3 : ] == 'ing' : \n\t\t str1 += 'ly'\n\telse : \n\t\t str1 += 'ing'\n\treturn str1"""
"Write a Python program to find the first appearance of the substring 'not' and 'poor' from a given string, if 'not' follows the 'poor', replace the whole 'not'...'poor' substring with 'good'. Return the resulting string.","""\ndef not_poor(str1) : \n\tsnot = str1.find('not')\n\tspoor = str1.find('poor')\n\tif spoor > snot and snot>0 and spoor>0 : \n\tstr1 = str1.replace(str1[snot : (spoor+4)], 'good')\n\treturn str1\n\telse : \n\treturn str1"""
Write a Python program to count the occurrences of each word in a given sentence.,'\ndef word_count(str) : \n\tcounts = dict()\n\twords = str.split()\n\tfor word in words : \n\t\tif word in counts : \n\t\t\tcounts[word] += 1\n\t\telse : \n\t\t\tcounts[word] = 1\n\treturn counts'
Write a Python function to create the HTML string with tags around the word(s).,"'\ndef add_tags(tag, word) : \n\treturn ""<%s>%s</%s>"" % (tag, word, tag)'"
Write a Python program to count the number of even and odd numbers from a series of numbers.,"'\nnumbers = (1, 2, 3, 4, 5, 6, 7, 8, 9) # Declaring the tuple\ncount_odd = 0\ncount_even = 0\nfor x in numbers : \n\t\tif not x % 2 : \n\t\t\t count_even+=1\n\t\telse : \n\t\t\t count_odd+=1'"
Write a Python program that prints each item and its corresponding type from the following list.,"'\ndatalist = [1452, 11.23, 1+2j, True, \'w3resource\', (0, -1), [5, 12],\n{""class"" : \'V\', ""section"" : \'A\'}]\nfor item in datalist : \n\tprint (""Type of "",item, "" is "", type(item))'"
Write a Python program to sort (ascending) a dictionary by value.,"'\nd = {1 :  2, 3 :  4, 4 :  3, 2 :  1, 0 :  0}\nprint({k  : v for k,v in sorted(d.items(),key = lambda x  :  x[1])})'"
Write a Python program to sort (Descending) a dictionary by value.,"'\nd = {1 :  2, 3 :  4, 4 :  3, 2 :  1, 0 :  0}\nprint({k  : v for k,v in sorted(d.items(),key = lambda x  :  x[1],reverse = True)})'"
Write a Python program to sort list.,"'\nnumbers = [1, 3, 4, 2] \nnumbers.sort()  \nprint(numbers) '"
Write a Python program to sort a list of tuples by second Item,"""\ndef Sort_Tuple(tup) :   \n\treturn(sorted(tup, key = lambda x :  x[1]))   \ntup = [('rishav', 10), ('akash', 5), ('ram', 20), ('gaurav', 15)]  \nprint(Sort_Tuple(tup)) """
write a python program that tke two inputs from user and check whether they are equal or not.,"'\nprint(""Enter first number"")\nfirst = input()\nprint(""Enter second number"")\nsecond = input()\nprint(first == second)'"
write a python program that takes input a list and squares every term using list comprehension,"'\ns1 = eval(input(""Enter list ""))\nprint([i**2 for i in s1])'"
write a python program that takes input a list and cube every term using list comprehension,"'\ns1 = eval(input(""Enter list ""))\nprint([i**3 for i in s1])'"
write a python program that takes input a list and square root every term using list comprehension,"'\ns1 = eval(input(""Enter list ""))\nprint([i**0.5 for i in s1])'"
write a python function that takes input a list of string and print the largest string,"'\ndef find_longest_word(words_list) : \n\tword_len = []\n\tfor n in words_list : \n\t\tword_len.append((len(n), n))\n\tword_len.sort()\n\treturn word_len[-1][0], word_len[-1][1]'"
write a python program that takes input a string and prints the count of words,"'\ns1 = input(""Enter string "")\nprint(""Count of words"",len(s1.split()))'"
write a Python function that takes list of tuples as input and sort those alphabetically,"'\ndef SortTuple(tup) :  \n\tn = len(tup) \n\tfor i in range(n) :  \n\t\tfor j in range(n-i-1) :  \n\t\t\tif tup[j][0] > tup[j + 1][0] :  \n\t\t\t\ttup[j], tup[j + 1] = tup[j + 1], tup[j] \n\treturn tup '"
write a python program which takes a list and swaps the first and last value of the list.,"'\na=[]\nn= int(input(""Enter the number of elements in list : ""))\nfor x in range(0,n) : \n\telement=int(input(""Enter element"" + str(x+1) + "" : ""))\n\ta.append(element)\ntemp=a[0]\na[0]=a[n-1]\na[n-1]=temp\nprint(""New list is : "")\nprint(a)'"
write a python program that print today's date,'\nfrom datetime import date\nprint(date.today()) '
write a python program that takes input number of lines and finds the possible number of intersection,'\ndef countMaxIntersect(n) :  \n\treturn int(n*(n - 1)/2) '
write a python program to input a number n and print an inverted star pattern of the desired size.,"'\nn=int(input(""Enter number of rows :  ""))\nfor i in range (n,0,-1) : \n\tprint((n-i) * \' \' + i * \'*\')'"
write a python program to input a number and check whether a given number is a palindrome.,"'\nn=int(input(""Enter number : ""))\ntemp=n\nrev=0\nwhile(n>0) : \n\tdig=n%10\n\trev=rev*10+dig\n\tn=n//10\nif(temp==rev) : \n\tprint(""The number is a palindrome!"")\nelse : \n\tprint(""The number isn\'t a palindrome!"")'"
write a python program to input a number and find the smallest divisor of an integer.,"'\nn=int(input(""Enter an integer : ""))\na=[]\nfor i in range(2,n+1) : \n\tif(n%i==0) : \n\t\ta.append(i)\na.sort()\nprint(""Smallest divisor is : "",a[0])'"
write a python function to insert an element into sorted python list,"'\ndef insert(list, n) :  \n\tfor i in range(len(list)) :  \n\t\tif list[i] > n :  \n\t\t\tindex = i \n\t\t\tbreak\n\tlist = list[ : i] + [n] + list[i : ] \n\treturn list'"
write a python program to add two numbers,"""\nnum1 = 1.5\nnum2 = 6.3\nsum = num1 + num2\nprint(f'Sum :  {sum}')"""
write a python function to add two user provided numbers and return the sum,"'\ndef add_two_numbers(num1, num2) : \n\tsum = num1 + num2\n\treturn sum'"
write a program to find and print the largest among three number,"""\nsnum1 = 10\nnum2 = 12\nnum3 = 14 \nif (num1 >= num2) and (num1 >= num3) :  \n\tlargest = num1\nelif (num2 >= num1) and (num2 >= num3) :    \n\tlargest = num2\nelse :    largest = num3\nprint(f'largest : {largest}')"""
write a python function to subtract two user provided numbers and return the result,"'\ndef sub_two_numbers(num1, num2) : \n\tsub = num1 - num2\n\treturn sub'"
write a python function to multiply two user provided numbers and return the result,"'\ndef mul_two_numbers(num1, num2) : \n\tmul = num1 * num2\n\treturn mul'"
write a python program to pop element form dictionary,"'\nsquares = {1 :  1, 2 :  4, 3 :  9, 4 :  16, 5 :  25}\nprint(squares.pop(4))'"
write a python program that prints the length of tuple,"'\nthistuple = (""apple"", ""banana"", ""cherry"")\nprint(len(thistuple))'"
"1 write a program to get numbers = 1,3,11,42,12,4001",'\nfrom collections import Iterable\nhighestnumber = -999\nfor i in numbers : \n\tif i > highestnumber : \n\thighestnumber = i\nprint(numbers.index(highestnumber))'
"2 write a program to get numbers = 1,3,11,42,12,4001",'\nhighestnumber = -999\nfor i in numbers : \n\tif i > highestnumber : \n\thighestnumber = i\nprint(numbers.index(highestnumber))'
3 add 1 to all elements in list python,"'\nlst = [1,2,3]\nlist(map(lambda x : x+1, lst))'"
4 add a string to each element of a list python,"""\nmy_list = ['foo', 'fob', 'faz', 'funk']\nstring = 'bar'\nlist2 = list(map(lambda orig_string :  orig_string + string, my_list))"""
5 add a third dimension matrix dataset python,'\nx = [2D_matrix] # To convert from a 2-D to 3-D\n# or \nx = [[[value1]]] # To convert from a 1-D to 3-D'
6 python add all values of another list,"'\na = [1, 2, 3]\nb = [4, 5, 6]\na += b'"
7 add a value to the start of a list python,"'\nvar=7\narray = [1,2,3,4,5,6]\narray.insert(0,var)'"
8 print into lowersase an uppercase sentence in python,"'\ns = ""Kilometer""\nprint(s.lower())\n#9 sort a dictionary\nmydictionary  :  {1 :  1, 7 :  2, 4 :  2, 3 :  1, 8 :  1}\nsortedDictionary = sorted(mydictionary.keys())'"
10 limit decimals to only two decimals in python,"'\nanswer = str(round(answer, 2))'"
11 print how many keys are in a dictionary python,"""\na = {'foo' : 42, 'bar' : 69}\nprint(len(a))"""
11 access index of a character in a string python,"""\nfoo = 'Hello'\nfoo.find('lo')"""
12 python print last element of list,"'\nmylist = [0, 1, 2]\nprint(myList[-1]) '"
13 how to add a blank line in python,"'\nprint("""")'"
14 how to add element at first position in array python,"'\nx = [1,3,4]\na = 2\nx.insert(1,a)'"
15 how to add extra zeros after decimal in python,"""\nformat(2.0, '.6f')\n'2.000000'"""
16 how to add list numbers in python,"'\nnumbers = [1,2,3,4,5,1,4,5] \nSum = sum(numbers) '"
17 split list into lists of equal length python,"'\n[lst[i : i + n] for i in range(0, len(lst), n)]'"
18 how to break out of nested loops python,"'\nx_loop_must_break = False\nfor x in [1, 2, 3] : \n\tprint(f""x is {x}"")\n\tfor y in [1, 2, 3] : \n\t\tprint(f""y is {y}"")\n\t\tif y == 2 : \n\t\t\tx_loop_must_break = True\n\t\t\tbreak\n\tif x_loop_must_break :  break'"
19 capitalize first letter in python in list,"""\nmy_list = ['apple pie', 'orange jam']\nmy_list[0].capitalize()\n#20 how to check if a list is a subset of another list\nif(all(x in test_list for x in sub_list)) :  \n\tflag = True"""
21 write a function to check if string is camelcase pythonpython by Breakable Buffalo on Aug 09 2020 Donate,"'\ndef is_camel_case(s) : \n\treturn s != s.lower() and s != s.upper() and ""_"" not in s\n#22 how to check if string is in byte formate pythin\nisinstance(string, bytes)'"
23 how to check nth prime in python,"'\nx=int(input())\nn,c=1,0\nwhile(c<x) : \n\tn+=1\n\tfor i in range(2,n+1) : \n\t\tif(n%i==0) : \n\t\t\tbreak\n\tif(i==n) : \n\t\tc=c+1'"
24 how to convert fahrenheit to celsius in python,'\nCelsius = (Fahrenheit - 32) * 5.0/9.0\n#25 print binary of a decimal number\na=6\nprint(bin(a))'
26 write a python function to convert from base 2 to base 10 in pythonpython by TheRubberDucky on Nov 06 2020 Donate,"'\ndef getBaseTen(binaryVal) : \n\tcount = 0\n\tbinaryVal = binaryVal[ :  : -1]\n\tfor i in range(0, len(binaryVal)) : \n\t\tif(binaryVal[i] == ""1"") : \n\t\t\tcount += 2**i\n\treturn count'"
27 write a python funtion to execute bash commands,"'\nimport subprocess\nsubprocess.call([""sudo"", ""apt"", ""update""])'"
27 write a function to generate and print a random number between 0 and 22,"'\nimport random\nn = random.randint(0,22)\nprint(n)'"
28 to get a random element from an array in python,"'\nimport random\nlist_ = [1,2,3,4]\nrandom.choice(list_)'"
29 print current day in python,"'\nfrom datetime import date\ntoday = date.today()\nprint(""Today\'s date : "", today)'"
30 program to count number of cpu cores available,'\nimport os\nos.cpu_count()'
30 get rid of all null values in array python,"""\nmylist = [1, 2, 3, '', 4]\nmylist = [i for i in mylist if i]"""
31 get the most common number in python,"'\nfrom statistics import mode\nmode((1, 2, 4, 4, 5, 4, 4, 2, 3, 8, 4, 4, 4))'"
32 print current version of python,'\nimport sys\nprint(sys.version)'
33 write a python function to flatten nested lists,"'\nfrom collections import Iterable\ndef flatten(lis) : \n\tfor item in lis : \n\t\tif isinstance(item, Iterable) and not isinstance(item, str) : \n\t\t\tfor x in flatten(item) : \n\t\t\t\tyield x\n\t\telse : \n\t\t\tyield item'"
34 write a python function to convert a string  into xml,"""\nimport xml.etree.ElementTree as ET\nroot = ET.fromstring(country_data_as_string)\n#35 how to open xml file element tree\nimport xml.etree.ElementTree as ET\ntree = ET.parse('filename.xml') \ntree_root = tree.getroot() """
36 python parse datetime from string,"""\nfrom datetime import datetime\ndatetime_object = datetime.strptime('Jun 1 2005  1 : 33PM', '%b %d %Y %I : %M%p')"""
37 print list as matrix in python without bracketspython by Bright Butterfly on Jun 14 2020 Donate,"""\ndata = [7, 7, 7, 7]\nprint(*data, sep='')"""
38 how to read a specific line from a text file in python,"'\nline = open(""file.txt"", ""r"").readlines()[7]'"
39 how to remove integer from string in python,"""\ns = '12abcd405'\nresult = ''.join([i for i in s if not i.isdigit()])"""
40 write a function to return the nth fibonacci in python,"'\ndef Fibonacci(n) :  \n\tif n<0 :  \n\t\tprint(""Incorrect input"")\n\telif n==1 :  \n\t\treturn 0\n\telif n==2 :  \n\t\treturn 1\n\telse :  \n\t\treturn Fibonacci(n-1)+Fibonacci(n-2) '"
41 how to sort a list in python using lambda,"'\ndata = [(""Apples"", 5, ""20""), (""Pears"", 1, ""5""), (""Oranges"", 6, ""10"")]\ndata.sort(key=lambda x : x[0])'"
43 write a to time a python script,'\nfrom datetime import datetime\nstart = datetime.now()\ndo_something() : ...\nprint(datetime.now() - start)'
46 write Python Function to print leaders in array,"'\ndef printLeaders(arr,size) : \n\tfor i in range(0, size) : \n\t\tfor j in range(i+1, size) : \n\t\t\tif arr[i]<arr[j] : \n\t\t\t\tbreak\n\t\tif j == size-1 :   \n\t\t\tprint(arr[i])\narr=[16, 17, 4, 3, 5, 2] \nprintLeaders(arr, len(arr))'"
47 write a python function to print lcm of n numbers python,"'\nimport math\ndef LCMofArray(a) : \n\tlcm = a[0]\n\tfor i in range(1,len(a)) : \n\tlcm = lcm*a[i]//math.gcd(lcm, a[i])\n\treturn lcm\narr1 = [1,2,3]\nprint(""LCM of arr1 elements : "", LCMofArray(arr1))'"
48 write a python program to merge a list of dictionaires,'\nresult = {}\nfor d in L : \n\tresult.update(d)'
51 write a python function to find a missing number in a list of consecutive natural numbers,'\ndef getMissingNo(A) :  \n\tn = len(A) \n\ttotal = (n + 1)*(n + 2)/2\n\tsum_of_A = sum(A) \n\treturn total - sum_of_A '
52 write a python program to normalize a list of numbers and print the result,"'\na = [2,4,10,6,8,4]\namin, amax = min(a), max(a)\nfor i, val in enumerate(a) : \n\ta[i] = (val-amin) / (amax-amin)\nprint(a)'"
53  write a python program to permutations of a given string in python and print the result,"'\nfrom itertools import permutations \nimport string \ns = ""GEEK""\na = string.ascii_letters \np = permutations(s) \nd = [] \nfor i in list(p) :  \n\tif (i not in d) :  \n\t\td.append(i) \n\t\tprint(\'\'.join(i)) '"
54 Write a Python function to check if a number is a perfect square,'\ndef is_perfect_square(n) : \n\tx = n // 2\n\ty = set([x])\n\twhile x * x != n : \n\t\tx = (x + (n // x)) // 2\n\t\tif x in y :  return False\n\t\ty.add(x)\n\treturn True'
57 Write a Python function to find the single number in a list that doesn't occur twice.,'\ndef single_number(arr) : \n\tresult = 0\n\tfor i in arr : \n\t\tresult ^= i\n\treturn result'
58 Write a Python function to find the single element in a list where every element appears three times except for one.,"'\ndef single_number(arr) : \n\tones, twos = 0, 0\n\tfor x in arr : \n\t\tones, twos = (ones ^ x) & ~twos, (ones & x) | (twos & ~x)\n\tassert twos == 0\n\treturn ones'"
59 Write a function program to add the digits of a positive integer repeatedly until the result has a single digit.,'\ndef add_digits(num) : \n\t\treturn (num - 1) % 9 + 1 if num > 0 else 0'
61 Write a Python function to reverse the bits of an integer (32 bits unsigned).,'\ndef reverse_Bits(n) : \n\t\tresult = 0\n\t\tfor i in range(32) : \n\t\t\tresult <<= 1\n\t\t\tresult |= n & 1\n\t\t\tn >>= 1\n\t\treturn result'
62 Write a Python function to check a sequence of numbers is an arithmetic progression or not.,'\ndef is_arithmetic(l) : \n\tdelta = l[1] - l[0]\n\tfor index in range(len(l) - 1) : \n\t\tif not (l[index + 1] - l[index] == delta) : \n\t\t\t\treturn False\n\treturn True'
64 Write a Python function to compute the sum of the two reversed numbers and display the sum in reversed form.,"'\ndef reverse_sum(n1, n2) : \n\treturn int(str(int(str(n1)[ :  : -1]) + int(str(n2)[ :  : -1]))[ :  : -1])'"
"65 Write a Python function where you take any positive integer n, if n is even, divide it by 2 to get n / 2. If n is odd, multiply it by 3 and add 1 to obtain 3n + 1. Repeat the process until you reach 1.",'\ndef collatz_sequence(x) : \n\tnum_seq = [x]\n\tif x < 1 : \n\t\treturn []\n\twhile x > 1 : \n\t\tif x % 2 == 0 : \n\t\t\tx = x / 2\n\t\telse : \n\t\t\tx = 3 * x + 1\n\t\tnum_seq.append(x)    \n\treturn num_seq'
65 Write a Python function to check if a given string is an anagram of another given string.,"'\ndef is_anagram(str1, str2) : \n\tlist_str1 = list(str1)\n\tlist_str1.sort()\n\tlist_str2 = list(str2)\n\tlist_str2.sort()\n\treturn (list_str1 == list_str2)'"
66 Write a Python function to push all zeros to the end of a list.,'\ndef move_zero(num_list) : \n\ta = [0 for i in range(num_list.count(0))]\n\tx = [ i for i in num_list if i != 0]\n\tx.extend(a)\n\treturn(x)'
67 Write a Python function to the push the first number to the end of a list.,'\ndef move_last(num_list) : \n\ta = [num_list[0] for i in range(num_list.count(num_list[0]))]\n\tx = [ i for i in num_list if i != num_list[0]]\n\tx.extend(a)\n\treturn(x)'
68 Write a Python function to find the length of the last word.,'\ndef length_of_last_word(s) : \n\t\twords = s.split()\n\t\tif len(words) == 0 : \n\t\t\treturn 0\n\t\treturn len(words[-1])'
70 Write a Python function to find the single number which occurs odd numbers and other numbers occur even number.,'\ndef odd_occurrence(arr) : \n\t# Initialize result\n\tresult = 0\n\t# Traverse the array\n\tfor element in arr : \n\t\t# XOR\n\t\tresult = result ^ element\n\treturn result'
72 Write a Python function to create a new array such that each element at index i of the new array is the product of all the numbers of a given array of integers except the one at i.,'\ndef product(nums) : \n\tnew_nums = []\n\tfor i in nums : \n\t\tnums_product = 1\n\t\tfor j in nums :      \n\t\t\tif j != i : \n\t\t\t\tnums_product = nums_product * j\n\t\tnew_nums.append(nums_product)\n\treturn new_nums'
73 Write a python function to find the difference between the sum of the squares of the first two hundred natural numbers and the square of the sum.,"'\nr = range(1, 201)\na = sum(r)\nprint (a * a - sum(i*i for i in r))'"
74 Write a Python function to compute s the sum of the digits of the number 2 to the power 20.,'\ndef digits_sum() : \n\tn = 2**20\n\tans = sum(int(c) for c in str(n))\n\treturn str(ans)'
75 Write a Python program to compute the sum of all the multiples of 3 or 5 below 500.,"'\nn = 0\nfor i in range(1,500) : \n\t\tif not i % 5 or not i % 3 : \n\t\t\tn = n + i\nprint(n)'"
76 Write a Python function to converting an integer to a string in any base.,"'\ndef to_string(n,base) : \n\tconver_tString = ""0123456789ABCDEF""\n\tif n < base : \n\t\t return conver_tString[n]\n\telse : \n\t\t return to_string(n//base,base) + conver_tString[n % base'"
77 Write a Python function to calculate the geometric sum of n-1.,"'\ndef geometric_sum(n) : \n\tif n < 0 : \n\treturn 0\n\telse : \n\treturn 1 / (pow(2, n)) + geometric_sum(n - 1)'"
78 Write a Python function to find the greatest common divisor (gcd) of two integers.,"'\ndef Recurgcd(a, b) : \n\tlow = min(a, b)\n\thigh = max(a, b)\n\tif low == 0 : \n\t\treturn high\n\telif low == 1 : \n\t\treturn 1\n\telse : \n\t\treturn Recurgcd(low, high%low)'"
"79 Write a program to print which will find all such numbers which are divisible by 7 but are not a multiple of 5,","""\nbetween 2000 and 3200 (both included).  \nl=[]\nfor i in range(2000, 3201) : \n\tif (i%7==0) and (i%5!=0) : \n\t\tl.append(str(i))\nprint ','.join(l)"""
81 Write a Python program to convert a given Bytearray to Hexadecimal string.,"""\ndef bytearray_to_hexadecimal(list_val) : \n\t\tresult = ''.join('{ : 02x}'.format(x) for x in list_val)  \n\t\treturn(result)"""
82 Write a Python program to count number of substrings with same first and last characters of a given string.,"'\ndef no_of_substring_with_equalEnds(str1) :  \n\tresult = 0; \n\tn = len(str1); \n\tfor i in range(n) :  \n\t\tfor j in range(i, n) :  \n\t\t\tif (str1[i] == str1[j]) :  \n\t\t\t\tresult = result + 1\n\treturn result'"
83 Write a Python program to move all spaces to the front of a given string in single traversal.,"""\ndef moveSpaces(str1) :  \n\tno_spaces = [char for char in str1 if char!=' ']   \n\tspace= len(str1) - len(no_spaces)\n\tresult = ' '*space\t\n\treturn result + ''.join(no_spaces)"""
84 Write a Python program to find maximum length of consecutive 0’s in a given binary string.,"'\ndef max_consecutive_0(input_str) :  \n\t\treturn  max(map(len,input_str.split(\'1\')))\nstr1 = \'111000010000110\'\nprint(""Original string : "" + str1)\nprint(""Maximum length of consecutive 0’s : "")'"
85 Write a Python program that iterate over elements repeating each as many times as its count.,"'\nfrom collections import Counter\nc = Counter(p=4, q=2, r=0, s=-2)\nprint(list(c.elements()))'"
86 Write a Python program to generate groups of five consecutive numbers in a list,"'\nl = [[5*i + j for j in range(1,6)] for i in range(5)]\nprint(l)'"
87 Write a Python program to print the list in a list of lists whose sum of elements is the highest.,"'\nprint(max(num, key=sum))'"
88 Write a Python fuction to print the depth of a dictionary.,"""\ndef dict_depth(d) : \n\tif isinstance(d, dict) : \n\t\treturn 1 + (max(map(dict_depth, d.values())) if d else 0)\n\treturn 0\ndic = {'a' : 1, 'b' :  {'c' :  {'d' :  {}}}}\nprint(dict_depth(dic))"""
91 Write a Python function to create a multidimensional list (lists of lists) with zeros and print the output.,"'\nnums = []\nfor i in range(3) : \n\tnums.append([])\n\tfor j in range(2) : \n\t\tnums[i].append(0)\nprint(""Multidimensional list : "")\nprint(nums)'"
94 Write a Python function to print all permutations with given repetition number of characters of a given string and print the output.,"""\nfrom itertools import product\ndef all_repeat(str1, rno) : \n\tchars = list(str1)\n\tresults = []\n\tfor c in product(chars, repeat = rno) : \n\tresults.append(c)\n\treturn results\nprint(all_repeat('xyz', 3))"""
98 Write a Python program to multiply two integers without using the '*' operator in python.,"'\ndef multiply(x, y) : \n\tif y < 0 : \n\t\treturn -multiply(x, -y)\n\telif y == 0 : \n\t\treturn 0\n\telif y == 1 : \n\t\treturn x\n\telse : \n\t\treturn x + multiply(x, y - 1)'"
Write a program to merge two python dictionaries and print merged dictionary,"""\nd1 = {'a' :  100, 'b' :  200}\nd2 = {'x' :  300, 'y' :  200}\nd = d1.copy()\nd.update(d2)\nprint(d)"""
write a python function to concatenate two integers like string concatenation and return concatenated number as integer,"'\ndef concat_two_numbers(num1, num2) : \n\tcombined_num = str(num1) + str(num2)\n\treturn int(combined_num)'"
"With a given integral number n, write a program to generate a dictionary that contains (i, i*i*i) such that is an integral number between 1 and n (both included). and then the program should print the dictionary.","'\nn = 8\nd = dict()\nfor i in range(1,n+1) : \n\td[i] = i*i*i\nprint(d)'"
Write a program which accepts a sequence of comma-separated numbers from console and generate a list and a tuple which contains every number.,"'\nvalues=input()\nl=values.split("","")\nt=tuple(l)\nprint(l)\nprint(t)'"
Write a Python function that takes a sequence of numbers and determines whether all the numbers are different from each other,'\ndef test_distinct(data) : \n\tif len(data) == len(set(data)) : \n\treturn True\n\telse : \n\treturn False'
"Write a Python function to find the number of notes (Sample of notes: 10, 20, 50, 100, 200 and 500 ) against a given amount.","'\ndef no_notes(a) : \n\tQ = [500, 200, 100, 50, 20, 10, 5, 2, 1]\n\tx = 0\n\tfor i in range(9) : \n\tq = Q[i]\n\tx += int(a / q)\n\ta = int(a % q)\n\tif a > 0 : \n\tx = -1\n\treturn x'"
Write a Python function to find the number of zeros at the end of a factorial of a given positive number.,'\ndef factendzero(n) : \n\tx = n // 5\n\ty = x \n\twhile x > 0 : \n\tx /= 5\n\ty += int(x)\n\treturn y'
Write a Python function to remove leading zeros from an IP address,"""\nimport re\nregex = '\\.[0]*'\ndef remove_leading_zeros(ip) : \n\tmodified_ip = re.sub(regex, '.', ip)\n\treturn modified_ip"""
Write a Python function to return binary value of a given integer,'\ndef int_to_bin(a) : \n\treturn bin(a)'
Write a Python function to return octal value of a given integer,'\ndef int_to_oct(a) : \n\treturn oct(a)'
Write a Python function to return hexadecimal value of a given integer,'\ndef int_to_hex(a) : \n\treturn hex(a)'
Write a Python program to typecast given input to integer,"'\nnum = int(input(""Input a value :  ""))\nprint(num)'"
Write a Python program to typecast given input to float,"'\nnum = float(input(""Input a value :  ""))\nprint(num)'"
Write a Python program to check/test multiple variables against a value,"'\na = 10\nb = 20\nc = 30\nif 10 in {a, b, c} : \n\tprint(""True"")\nelse : \n\tprint(""False"")\t'"
"Write a Python class that will initiate a number, input a number and print the number","'\nclass Number : \n\tdef __init__(self, num) : \n\t\tself.num = num\n\tdef inputNum(self) : \n\t\tself.num = int(input(""Enter an integer number :  ""))\n\tdef printNum(self) : \n\t\tprint(self.num)'"
"Write a Python function to find the simple interest in Python when principle amount, rate of interest and time is given","'\ndef simple_interest(p,r,t) : \n\tsi = (p*r*t)/100\n\treturn si'"
"Write a Python function to find the compound interest in Python when principle amount, rate of interest and time is given","'\ndef compound_interest(p,r,t) : \n\tci = p * (pow((1 + r / 100), t)) \n\treturn ci'"
Write a Python function to check whether a person is eligible for voting or not based on their age,"'\ndef vote_eligibility(age) : \n\tif age>=18 : \n\t    status=""Eligible""\n\telse : \n\t    status=""Not Eligible""\n\treturn status'"
Write a Python function to find the BMI for given weight and height of a person,"'\ndef bmi_calculator(height, weight) : \n\tbmi = weight/(height**2)\n\treturn bmi'"
Write a Python function to find the maximum ODD number from a given list,'\ndef odd_max_checker(list1) : \n\tmaxnum = 0\n\tfor num in list1 : \n\t    if num%2 != 0 : \n\t        if num > maxnum : \n\t            maxnum = num\n\treturn maxnum'
Write a Python function to find the maximum EVEN number from a given list,'\ndef even_max_checker(list1) : \n\tmaxnum = 0\n\tfor num in list1 : \n\t    if num%2 == 0 : \n\t        if num > maxnum : \n\t            maxnum = num\n\treturn maxnum'
Write a Python function to print the root of the quadratic equation,"""\ndef quadratic_root(A,B,C) : \n\timport math\n\td=((B**2)-4*A*C)\n\tif d>=0 : \n\t    s=(-B+(d)**0.5)/(2*A)\n\t    p=(-B-(d)**0.5)/(2*A)\n\t    print(math.floor(s),math.floor(p))\n\telse : \n\t    print('The roots are imaginary')"""
Write a Python program to print the calendar of any given year,'\nimport calendar\nyear=2020\nprint(calendar.calendar(year))'
Write a Python function to print whether the given Date is valid or not,"'\ndef date_validator(d,m,y) : \n\timport datetime \n\ttry : \n\t\ts=datetime.date(y,m,d)\n\t\tprint(""Date is valid."")\n\texcept ValueError :  \n\t\tprint(""Date is invalid."")'"
Write a Python function to find the N-th number which is both square and cube,'\ndef nth_sq_and_cube(N) : \n\tR = N**6\n\treturn R'
Write a Python function to check whether a number is a power of another number or not,"""\ndef power_checker(a,b) : \n\timport math\n\ts=math.log(a,b)\n\tp=round(s)\n\tif (b**p)==a : \n\t    return f'{a} is the power of {b}.'\n\telse : \n\t    return f'{a} is NOT the power of {b}.'"""
Write a Python program to print the list of all keywords,"'\nimport keyword\nprint(""Python keywords are..."")\nprint(keyword.kwlist)'"
Write a Python function to find the intersection of two arrays,"'\ndef array_intersection(A,B) : \n\tinter=list(set(A)&set(B))\n\treturn inter'"
Write a Python function to find the union of two arrays,"'\ndef array_union(A,B) : \n\tunion=list(set(A)|set(B))\n\treturn union'"
Write a Python program that prints a new set with all items from both sets by removing duplicates   ---------------------------------------------------------,"'\nset1 = {10, 20, 30, 40, 50}\nset2 = {30, 40, 50, 60, 70}\nprint(set1.union(set2))'"
"Write a Python program that Given two Python sets, update first set with items that exist only in the first set and not in the second set   ---------------------------------------------------------","'\nset1 = {10, 20, 30}\nset2 = {20, 40, 50}\nprint(set1.difference_update(set2))'"
"Write a Python program that prints a set of all elements in either A or B, but not both   ---------------------------------------------------------","'\nset1 = {10, 20, 30, 40, 50}\nset2 = {30, 40, 50, 60, 70}\nprint(set1.symmetric_difference(set2))'"
Write a Python program that determines whether or not the following two sets have any elements in common. If yes display the common elements   ---------------------------------------------------------,"'\nset1 = {10, 20, 30, 40, 50}\nset2 = {60, 70, 80, 90, 10}\nif set1.isdisjoint(set2) : \n\tprint(""Two sets have no items in common"")\nelse : \n\tprint(""Two sets have items in common"")\n\tprint(set1.intersection(set2))'"
Write a Python function to print number with commas as thousands separators,"'\ndef formattedNumber(n) : \n\treturn (""{ : ,}"".format(n))'"
