src,trg
36 python parse datetime from string,"from datetime import datetime
datetime _ object  =  datetime . strptime ( 'Jun 1 2005  1 : 33PM' ,  ' % b  % d  % Y  % I :  % M % p' ) "
37 print list as matrix in python without bracketspython by Bright Butterfly on Jun 14 2020 Donate,"data  =   [ 7 ,  7 ,  7 ,  7 ] 
print (  * data ,  sep = '' ) "
38 how to read a specific line from a text file in python,"line  =  open ( ""file . txt"" ,  ""r"" )  . readlines (  )  [ 7 ] "
39 how to remove integer from string in python,"s  =  '12abcd405'
result  =  '' . join (  [ i for i in s if not i . isdigit (  )  ]  ) "
40 write a function to return the nth fibonacci in python,"def Fibonacci ( n )  :  
    if n < 0 :  
        print ( ""Incorrect input"" ) 
    elif n =  = 1 :  
        return 0
    elif n =  = 2 :  
        return 1
    else :  
        return Fibonacci ( n - 1 )  + Fibonacci ( n - 2 )  "
41 how to sort a list in python using lambda,"data  =   [  ( ""Apples"" ,  5 ,  ""20"" )  ,   ( ""Pears"" ,  1 ,  ""5"" )  ,   ( ""Oranges"" ,  6 ,  ""10"" )  ] 
data . sort ( key = lambda x : x [ 0 ]  ) "
43 write a to time a python script,"from datetime import datetime
start  =  datetime . now (  ) 
do _ something (  )  :  .  .  . 
print ( datetime . now (  )   -  start ) "
48 write a python program to merge a list of dictionaires,"result  =   {  } 
for d in L : 
    result . update ( d ) "
51 write a python function to find a missing number in a list of consecutive natural numbers,"def getMissingNo ( A )  :  
    n  =  len ( A )  
    total  =   ( n  +  1 )  *  ( n  +  2 )  / 2
    sum _ of _ A  =  sum ( A )  
    return total  -  sum _ of _ A "
52 write a python program to normalize a list of numbers and print the result,"a  =   [ 2 , 4 , 10 , 6 , 8 , 4 ] 
amin ,  amax  =  min ( a )  ,  max ( a ) 
for i ,  val in enumerate ( a )  : 
    a [ i ]   =   ( val - amin )   /   ( amax - amin ) 
print ( a ) "
54 Write a Python function to check if a number is a perfect square,"def is _ perfect _ square ( n )  : 
    x  =  n  /  /  2
    y  =  set (  [ x ]  ) 
    while x  *  x  !  =  n : 
        x  =   ( x  +   ( n  /  /  x )  )   /  /  2
        if x in y :  return False
        y . add ( x ) 
    return True"
57 Write a Python function to find the single number in a list that doesn't occur twice.,"def single _ number ( arr )  : 
    result  =  0
    for i in arr : 
        result  ^  =  i
    return result"
58 Write a Python function to find the single element in a list where every element appears three times except for one.,"def single _ number ( arr )  : 
    ones ,  twos  =  0 ,  0
    for x in arr : 
        ones ,  twos  =   ( ones  ^  x )   &   ~ twos ,   ( ones  &  x )   |   ( twos  &   ~ x ) 
    assert twos  =  =  0
    return ones"
59 Write a function program to add the digits of a positive integer repeatedly until the result has a single digit.,"def add _ digits ( num )  : 
        return  ( num  -  1 )   %  9  +  1 if num  >  0 else 0"
61 Write a Python function to reverse the bits of an integer (32 bits unsigned).,"def reverse _ Bits ( n )  : 
        result  =  0
        for i in range ( 32 )  : 
            result  <  <  =  1
            result  |  =  n  &  1
            n  >  >  =  1
        return result"
62 Write a Python function to check a sequence of numbers is an arithmetic progression or not.,"def is _ arithmetic ( l )  : 
    delta  =  l [ 1 ]   -  l [ 0 ] 
    for index in range ( len ( l )   -  1 )  : 
        if not  ( l [ index  +  1 ]   -  l [ index ]   =  =  delta )  : 
             return False
    return True"
64 Write a Python function to compute the sum of the two reversed numbers and display the sum in reversed form.,"def reverse _ sum ( n1 ,  n2 )  : 
    return int ( str ( int ( str ( n1 )  [  :  :  - 1 ]  )   +  int ( str ( n2 )  [  :  :  - 1 ]  )  )  [  :  :  - 1 ]  ) "
65 Write a Python function to check if a given string is an anagram of another given string.,"def is _ anagram ( str1 ,  str2 )  : 
    list _ str1  =  list ( str1 ) 
    list _ str1 . sort (  ) 
    list _ str2  =  list ( str2 ) 
    list _ str2 . sort (  ) 
    return  ( list _ str1  =  =  list _ str2 ) "
66 Write a Python function to push all zeros to the end of a list.,"def move _ zero ( num _ list )  : 
    a  =   [ 0 for i in range ( num _ list . count ( 0 )  )  ] 
    x  =   [  i for i in num _ list if i  !  =  0 ] 
    x . extend ( a ) 
    return ( x ) "
67 Write a Python function to the push the first number to the end of a list.,"def move _ last ( num _ list )  : 
    a  =   [ num _ list [ 0 ]  for i in range ( num _ list . count ( num _ list [ 0 ]  )  )  ] 
    x  =   [  i for i in num _ list if i  !  =  num _ list [ 0 ]  ] 
    x . extend ( a ) 
    return ( x ) "
68 Write a Python function to find the length of the last word.,"def length _ of _ last _ word ( s )  : 
        words  =  s . split (  ) 
        if len ( words )   =  =  0 : 
            return 0
        return len ( words [  - 1 ]  ) "
70 Write a Python function to find the single number which occurs odd numbers and other numbers occur even number.,"def odd _ occurrence ( arr )  : 
    result  =  0
    for element in arr : 
        result  =  result  ^  element
    return result"
73 Write a python function to find the difference between the sum of the squares of the first two hundred natural numbers and the square of the sum.,"r  =  range ( 1 ,  201 ) 
a  =  sum ( r ) 
print  ( a  *  a  -  sum ( i * i for i in r )  ) "
74 Write a Python function to compute s the sum of the digits of the number 2 to the power 20.,"def digits _ sum (  )  : 
	n  =  2 *  * 20
	ans  =  sum ( int ( c )  for c in str ( n )  ) 
	return str ( ans ) "
75 Write a Python program to compute the sum of all the multiples of 3 or 5 below 500.,"n  =  0
for i in range ( 1 , 500 )  : 
     if not i  %  5 or not i  %  3 : 
         n  =  n  +  i
print ( n ) "
76 Write a Python function to converting an integer to a string in any base.,"def to _ string ( n , base )  : 
   conver _ tString  =  ""0123456789ABCDEF""
   if n  <  base : 
      return conver _ tString [ n ] 
   else : 
      return to _ string ( n /  / base , base )   +  conver _ tString [ n  %  base"
77 Write a Python function to calculate the geometric sum of n-1.,"def geometric _ sum ( n )  : 
  if n  <  0 : 
    return 0
  else : 
    return 1  /   ( pow ( 2 ,  n )  )   +  geometric _ sum ( n  -  1 ) "
78 Write a Python function to find the greatest common divisor (gcd) of two integers.,"def Recurgcd ( a ,  b )  : 
	low  =  min ( a ,  b ) 
	high  =  max ( a ,  b ) 
	if low  =  =  0 : 
		return high
	elif low  =  =  1 : 
		return 1
	else : 
		return Recurgcd ( low ,  high % low ) "
"79 Write a program to print which will find all such numbers which are divisible by 7 but are not a multiple of 5,","between 2000 and 3200  ( both included )  .   
l =  [  ] 
for i in range ( 2000 ,  3201 )  : 
    if  ( i % 7 =  = 0 )  and  ( i % 5 !  = 0 )  : 
        l . append ( str ( i )  ) 
print ' , ' . join ( l ) "
81 Write a Python program to convert a given Bytearray to Hexadecimal string.,"def bytearray _ to _ hexadecimal ( list _ val )  : 
     result  =  '' . join ( ' {  : 02x } ' . format ( x )  for x in list _ val )   
     return ( result ) "
83 Write a Python program to move all spaces to the front of a given string in single traversal.,"def moveSpaces ( str1 )  :  
    no _ spaces  =   [ char for char in str1 if char !  = ' ' ]    
    space =  len ( str1 )   -  len ( no _ spaces ) 
    result  =  ' ' * space    
    return result  +  '' . join ( no _ spaces ) "
84 Write a Python program to find maximum length of consecutive 0’s in a given binary string.,"def max _ consecutive _ 0 ( input _ str )  :  
     return  max ( map ( len , input _ str . split ( '1' )  )  ) 
str1  =  '111000010000110'
print ( ""Original string : ""  +  str1 ) 
print ( ""Maximum length of consecutive 0 ’ s : "" ) "
85 Write a Python program that iterate over elements repeating each as many times as its count.,"from collections import Counter
c  =  Counter ( p = 4 ,  q = 2 ,  r = 0 ,  s =  - 2 ) 
print ( list ( c . elements (  )  )  ) "
86 Write a Python program to generate groups of five consecutive numbers in a list,"l  =   [  [ 5 * i  +  j for j in range ( 1 , 6 )  ]  for i in range ( 5 )  ] 
print ( l ) "
87 Write a Python program to print the list in a list of lists whose sum of elements is the highest.,"print ( max ( num ,  key = sum )  ) "
91 Write a Python function to create a multidimensional list (lists of lists) with zeros and print the output.,"nums  =   [  ] 
for i in range ( 3 )  : 
    nums . append (  [  ]  ) 
    for j in range ( 2 )  : 
        nums [ i ]  . append ( 0 ) 
print ( ""Multidimensional list : "" ) 
print ( nums ) "
98 Write a Python program to multiply two integers without using the '*' operator in python.,"def multiply ( x ,  y )  : 
    if y  <  0 : 
        return  - multiply ( x ,   - y ) 
    elif y  =  =  0 : 
        return 0
    elif y  =  =  1 : 
        return x
    else : 
        return x  +  multiply ( x ,  y  -  1 ) "
Write a program to merge two python dictionaries and print merged dictionary,"d1  =   { 'a' :  100 ,  'b' :  200 } 
d2  =   { 'x' :  300 ,  'y' :  200 } 
d  =  d1 . copy (  ) 
d . update ( d2 ) 
print ( d ) "
write a python function to concatenate two integers like string concatenation and return concatenated number as integer,"def concat _ two _ numbers ( num1 ,  num2 )  : 
    combined _ num  =  str ( num1 )   +  str ( num2 ) 
    return int ( combined _ num ) "
"With a given integral number n, write a program to generate a dictionary that contains (i, i*i*i) such that is an integral number between 1 and n (both included). and then the program should print the dictionary.","n  =  8
d  =  dict (  ) 
for i in range ( 1 , n + 1 )  : 
    d [ i ]   =  i * i * i
print ( d ) "
Write a program which accepts a sequence of comma-separated numbers from console and generate a list and a tuple which contains every number.,"values = input (  ) 
l = values . split ( "" , "" ) 
t = tuple ( l ) 
print ( l ) 
print ( t ) "
Write a Python function that takes a sequence of numbers and determines whether all the numbers are different from each other,"def test _ distinct ( data )  : 
  if len ( data )   =  =  len ( set ( data )  )  : 
    return True
  else : 
    return False"
Write a Python function to find the number of zeros at the end of a factorial of a given positive number.,"def factendzero ( n )  : 
  x  =  n  /  /  5
  y  =  x 
  while x  >  0 : 
    x  /  =  5
    y  +  =  int ( x ) 
  return y"
Write a Python function to remove leading zeros from an IP address,"import re
regex  =  ' \  .  [ 0 ]  * '
def remove _ leading _ zeros ( ip )  : 
    modified _ ip  =  re . sub ( regex ,  ' . ' ,  ip ) 
    return modified _ ip"
Write a Python function to return binary value of a given integer,"def int _ to _ bin ( a )  : 
  return bin ( a ) "
Write a Python function to return octal value of a given integer,"def int _ to _ oct ( a )  : 
  return oct ( a ) "
Write a Python function to return hexadecimal value of a given integer,"def int _ to _ hex ( a )  : 
  return hex ( a ) "
Write a Python program to typecast given input to integer,"num  =  int ( input ( ""Input a value :  "" )  ) 
print ( num ) "
Write a Python program to typecast given input to float,"num  =  float ( input ( ""Input a value :  "" )  ) 
print ( num ) "
Write a Python program to check/test multiple variables against a value,"a  =  10
b  =  20
c  =  30
if 10 in  { a ,  b ,  c }  : 
  print ( ""True"" ) 
else : 
  print ( ""False"" )   "
"Write a Python class that will initiate a number, input a number and print the number","class Number : 
	def  _  _ init _  _  ( self ,  num )  : 
		self . num  =  num
	def inputNum ( self )  : 
		self . num  =  int ( input ( ""Enter an integer number :  "" )  ) 
	def printNum ( self )  : 
		print ( self . num ) "
"Write a Python function to find the simple interest in Python when principle amount, rate of interest and time is given","def simple _ interest ( p , r , t )  : 
    si  =   ( p * r * t )  / 100
    return si"
"Write a Python function to find the compound interest in Python when principle amount, rate of interest and time is given","def compound _ interest ( p , r , t )  : 
    ci  =  p  *   ( pow (  ( 1  +  r  /  100 )  ,  t )  )  
    return ci"
Write a Python function to check whether a person is eligible for voting or not based on their age,"def vote _ eligibility ( age )  : 
	if age >  = 18 : 
	    status = ""Eligible""
	else : 
	    status = ""Not Eligible""
	return status"
Write a Python function to find the BMI for given weight and height of a person,"def bmi _ calculator ( height ,  weight )  : 
	bmi  =  weight /  ( height *  * 2 ) 
	return bmi"
Write a Python function to find the maximum ODD number from a given list,"def odd _ max _ checker ( list1 )  : 
	maxnum  =  0
	for num in list1 : 
	    if num % 2  !  =  0 : 
	        if num  >  maxnum : 
	            maxnum  =  num
	return maxnum"
Write a Python function to find the maximum EVEN number from a given list,"def even _ max _ checker ( list1 )  : 
	maxnum  =  0
	for num in list1 : 
	    if num % 2  =  =  0 : 
	        if num  >  maxnum : 
	            maxnum  =  num
	return maxnum"
Write a Python program to print the calendar of any given year,"import calendar
year = 2020
print ( calendar . calendar ( year )  ) "
Write a Python function to print whether the given Date is valid or not,"def date _ validator ( d , m , y )  : 
	import datetime 
	try : 
		s = datetime . date ( y , m , d ) 
		print ( ""Date is valid . "" ) 
	except ValueError :  
		print ( ""Date is invalid . "" ) "
Write a Python function to find the N-th number which is both square and cube,"def nth _ sq _ and _ cube ( N )  : 
	R  =  N *  * 6
	return R"
Write a Python function to check whether a number is a power of another number or not,"def power _ checker ( a , b )  : 
	import math
	s = math . log ( a , b ) 
	p = round ( s ) 
	if  ( b *  * p )  =  = a : 
	    return f' { a }  is the power of  { b }  . '
	else : 
	    return f' { a }  is NOT the power of  { b }  . '"
Write a Python program to print the list of all keywords,"import keyword
print ( ""Python keywords are .  .  . "" ) 
print ( keyword . kwlist ) "
Write a Python function to find the intersection of two arrays,"def array _ intersection ( A , B )  : 
	inter = list ( set ( A )  & set ( B )  ) 
	return inter"
Write a Python function to find the union of two arrays,"def array _ union ( A , B )  : 
	union = list ( set ( A )  | set ( B )  ) 
	return union"
Write a Python program that prints a new set with all items from both sets by removing duplicates   ---------------------------------------------------------,"set1  =   { 10 ,  20 ,  30 ,  40 ,  50 } 
set2  =   { 30 ,  40 ,  50 ,  60 ,  70 } 
print ( set1 . union ( set2 )  ) "
"Write a Python program that Given two Python sets, update first set with items that exist only in the first set and not in the second set   ---------------------------------------------------------","set1  =   { 10 ,  20 ,  30 } 
set2  =   { 20 ,  40 ,  50 } 
print ( set1 . difference _ update ( set2 )  ) "
"Write a Python program that prints a set of all elements in either A or B, but not both   ---------------------------------------------------------","set1  =   { 10 ,  20 ,  30 ,  40 ,  50 } 
set2  =   { 30 ,  40 ,  50 ,  60 ,  70 } 
print ( set1 . symmetric _ difference ( set2 )  ) "
Write a Python function to print number with commas as thousands separators,"def formattedNumber ( n )  : 
  return  ( "" {  :  ,  } "" . format ( n )  ) "
Write a Python function to count occurrence of a word in the given text,"def text _ searcher ( text ,  word )  : 
    count  =  0
    for w in text . split (  )  : 
        if w  =  =  word : 
            count  =  count  +  1
    return count"
Write a Python function to capitalizes the first letter of each word in a string,"def capitalize ( text )  : 
  return text . title (  ) "
Write a Python function to remove falsy values from a list,"def newlist ( lst )  : 
  return list ( filter ( None ,  lst )  ) "
Write a Python function to to find the sum of all digits of a given integer,"def sum _ of _ digits ( num )  : 
  if num  =  =  0 : 
    return 0
  else : 
    return num  %  10  +  sum _ of _ digits ( int ( num  /  10 )  ) "
Write a Python function to check all elements of a list are the same or not,"def check _ equal ( a )  : 
  return a [ 1 :  ]   =  =  a [  :  - 1 ] "
Write a Python program to convert string into a datetime object,"from datetime import datetime
date _ string  =  ""Mar 26 2021  4 : 20PM""
datetime _ object  =  datetime . strptime ( date _ string ,  ' % b  % d  % Y  % I :  % M % p' ) 
print ( datetime _ object ) "
Write a Python function that returns the integer obtained by reversing the digits of the given integer,"def reverse ( n )  : 
    s = str ( n )  
    p = s [  :  :  - 1 ] 
    return p "
"Write a Python program that updates set1 by adding items from set2, except common items","set1  =   { 10 ,  20 ,  30 ,  40 ,  50 } 
set2  =   { 30 ,  40 ,  50 ,  60 ,  70 } 
set1 . symmetric _ difference _ update ( set2 ) 
print ( set1 ) "
Write a Python program that removes items from set1 that are not common to both set1 and set2,"set1  =   { 10 ,  20 ,  30 ,  40 ,  50 } 
set2  =   { 30 ,  40 ,  50 ,  60 ,  70 } 
set1 . intersection _ update ( set2 ) 
print ( set1 ) "
Write a Python program to reverse a tuple,"aTuple  =   ( 10 ,  20 ,  30 ,  40 ,  50 ) 
aTuple  =  aTuple [  :  :  - 1 ] 
print ( aTuple ) "
Write a Python program to swap two tuples,"tuple1  =   ( 11 ,  22 ) 
tuple2  =   ( 99 ,  88 ) 
tuple1 ,  tuple2  =  tuple2 ,  tuple1
print ( tuple2 ) 
print ( tuple1 ) "
Write a Python program to modify the second item (33) of a list inside a following tuple to 333,"tuple1  =   ( 11 ,   [ 22 ,  33 ]  ,  44 ,  55 ) 
tuple1 [ 1 ]  [ 1 ]   =  333
print ( tuple1 ) "
Write a Python program to sort a tuple of tuples by 2nd item,"tuple1  =   (  ( 'a' ,  23 )  ,  ( 'b' ,  37 )  ,  ( 'c' ,  11 )  ,   ( 'd' , 29 )  ) 
tuple1  =  tuple ( sorted ( list ( tuple1 )  ,  key = lambda x :  x [ 1 ]  )  ) 
print ( tuple1 ) "
Write a Python function to check if all items in the following tuple are the same,"def check _ tuple _ same ( sampleTuple )  : 
    return all ( i  =  =  sampleTuple [ 0 ]  for i in sampleTuple ) "
Write a Python program to print current time in milliseconds,"import time
milliseconds  =  int ( round ( time . time (  )   *  1000 )  ) 
print ( milliseconds ) "
Write a Python function func1() such that it can accept a variable length of  argument and print all arguments value,"def func1 (  * args )  : 
    for i in args : 
        print ( i ) "
Write a Python program that Given a two Python list. Iterate both lists simultaneously such that list1 should display item in original order and list2 in reverse order,"list1  =   [ 10 ,  20 ,  30 ,  40 ] 
list2  =   [ 100 ,  200 ,  300 ,  400 ] 
for x ,  y in zip ( list1 ,  list2 [  :  :  - 1 ]  )  : 
    print ( x ,  y ) "
"Write a Python function that Given a string, display only those characters which are present at an even index number","def printEveIndexChar ( str )  : 
  for i in range ( 0 ,  len ( str )  - 1 ,  2 )  : 
    print ( ""index [ "" , i , "" ] "" ,  str [ i ]   ) "
"Write a Python function that Given a string and an integer number n, remove characters from a string starting from zero up to n and return a new string","def removeChars ( str ,  n )  : 
  return str [ n :  ] "
"Write a Python function that Given a list of numbers, return True if first and last number of a list is same","def isFirst _ And _ Last _ Same ( numberList )  : 
    firstElement  =  numberList [ 0 ] 
    lastElement  =  numberList [  - 1 ] 
    if  ( firstElement  =  =  lastElement )  : 
        return True
    else : 
        return False"
"Write a Python function that Given a list of numbers, Iterate it and print only those numbers which are divisible of 5","def findDivisible ( numberList )  : 
    for num in numberList : 
        if  ( num  %  5  =  =  0 )  : 
            print ( num ) "
"Write a Python program to return a set of all elements in either A or B, but not both","set1  =   { 10 ,  20 ,  30 ,  40 ,  50 } 
set2  =   { 30 ,  40 ,  50 ,  60 ,  70 } 
print ( set1 . symmetric _ difference ( set2 )  ) "
Write a Python program to Subtract a week ( 7 days) from a given date in Python,"from datetime import datetime ,  timedelta
given _ date  =  datetime ( 2020 ,  2 ,  25 ) 
days _ to _ subtract  =  7
res _ date  =  given _ date  -  timedelta ( days = days _ to _ subtract ) 
print ( res _ date ) "
Write a Python program to Find the day of week of a given date,"from datetime import datetime
given _ date  =  datetime ( 2020 ,  7 ,  26 ) 
print ( given _ date . strftime ( ' % A' )  ) "
Write a Python program to Convert following datetime instance into string format,"from datetime import datetime
given _ date  =  datetime ( 2020 ,  2 ,  25 ) 
string _ date  =  given _ date . strftime ( "" % Y -  % m -  % d  % H :  % M :  % S"" ) 
print ( string _ date ) "
Write a Python program to convert two equal length sets to dictionary,"keys  =   { 'Ten' ,  'Twenty' ,  'Thirty' } 
values  =   { 10 ,  20 ,  30 } 
sampleDict  =  dict ( zip ( keys ,  values )  ) 
print ( sampleDict ) "
Write a program which will find all such numbers which are divisible by 7 but are not a multiple of 5 between 2000 and 3200 (both included).,"l =  [  ] 
for i in range ( 2000 ,  3201 )  : 
    if  ( i % 7 =  = 0 )  and  ( i % 5 !  = 0 )  : 
        l . append ( str ( i )  ) "
Write a program that will determine the object type,"def typeIdentifier ( object )  : 
  return f'object type  :   { type ( object )  } '"
Write a program that will determine the memory usage by python process,"import os ,  psutil
print ( psutil . Process ( os . getpid (  )  )  . memory _ info (  )  . rss  /  1024  *  *  2 ) "
Write a function that will provide the ascii value of a character,"def charToASCII ( chr )  : 
  return f'ASCII value of  { chr }  is :   { ord ( chr )  } '"
Write a function to reverse a string,"def revStr ( inp )  : 
  inp  =  inp [  :  :  - 1 ] 
  return inp"
Write a function to determine the bits used by any number,"def totalBits ( n )  : 
	return f'total number of bits used in  { n }  is  :   { len ( bin ( n )  [ 2 :   ]  )  } '"
Write a program to swap two variables inplace,"a , b  =  b , a"
Write a program that prints the words in a comma-separated sequence after sorting them alphabetically.,"items =  [ x for x in input (  )  . split ( ' , ' )  ] 
items . sort (  ) 
print ( ' , ' . join ( items )  ) "
Write a function that will convert a string into camelCase,"from re import sub
def camelCase ( string )  : 
  string  =  sub ( r"" (  _  |  -  )  + "" ,  "" "" ,  string )  . title (  )  . replace ( "" "" ,  """" ) 
  return string [ 0 ]  . lower (  )   +  string [ 1 :  ] "
Write a function to remove empty list from a list using list comprehension,"def removeEmptyList ( li )  : 
  res  =   [ ele for ele in li if ele  !  =   [  ]  ]  
  return res"
Write a function to Find the size of a Tuple in Python without garbage values,"Tuple  =   ( 10 , 20 ) 
def sizeOfTuple ( tup )  : 
  return f'Size of Tuple :   { str ( Tuple .  _  _ sizeof _  _  (  )  )  }  bytes' "
Write a function that finds a list is homogeneous,"def homoList ( li )  : 
  res  =  True
  for i in li :  
      if not isinstance ( i ,  type ( li [ 0 ]  )  )  :  
          res  =  False 
          break
  return res"
Write a function to remove a given date type elements from a list.,"def removeDataType ( li , dType )  : 
    res  =   [  ] 
    for i in li : 
        if not isinstance ( i ,  dType )  : 
            res . append ( i ) 
    return res"
"Write a python function to find out the occurence of ""i"" element before first ""j"" in the list","def firstOccurence ( arr ,  i , j )  : 
  res  =  0
  for k in arr :          
      if k  =  =  j :  
          break
      if k  =  =  i :  
          res  +  =  1
  return res"
Write a program to check whether a file/path/direcory exists or not,"file _ path  =  ""path / here""
import os . path
os . path . exists ( file _ path ) "
Write a program to merge two python dictionaries,"x =  { 'key1' : 'val1' , 'key2' : 'val2' } 
y =  { 'key3' : 'val3' , 'key4' : 'val4' } 
z  =   {  *  * x ,   *  * y }   #  z  =  x  |  y  "
Write a program to convert dictionary into JSON,"import json
data  =   { ""key1""  :  ""value1"" ,  ""key2""  :  ""value2"" } 
jsonData  =  json . dumps ( data ) 
print ( jsonData ) "
Write a function to Check whether following json is valid or invalid,"import json
def validateJSON ( jsonData )  : 
    try : 
        json . loads ( jsonData ) 
    except ValueError as err : 
        return False
    return True"
Write a function to add two positive integers without using the '+' operator,"def add _ without _ plus _ operator ( a ,  b )  : 
    while b  !  =  0 : 
        data  =  a  &  b
        a  =  a  ^  b
        b  =  data  <  <  1
    return a"
Write a program to compute the number of digits in multiplication of two given integers,"a , b  =  312 ,  410
print ( len ( str ( a * b )  )  ) "
Write a function to return the area of a rhombus,"def area ( d1 ,  a )  :  
    d2  =   ( 4 *  ( a *  * 2 )   -  d1 *  * 2 )  *  * 0 . 5
    area  =  0 . 5  *  d1  *  d2 
    return ( area )  "
"Write a function that Given a number, find the most significant bit number which is set bit and which is in power of two","def setBitNumber ( n )  :  
    if  ( n  =  =  0 )  :  
        return 0
    msb  =  0 
    n  =  int ( n  /  2 )  
    while  ( n  >  0 )  :  
        n  =  int ( n  /  2 )  
        msb  +  =  1
    return  ( 1  <  <  msb )  "
Write a function to calculate volume of Triangular Pyramid,"def volumeTriangular ( a ,  b ,  h )  :  
    return  ( 0 . 1666 )   *  a  *  b  *  h "
Write a function to calculate volume of Square Pyramid,"def volumeSquare ( b ,  h )  :  
    return  ( 0 . 33 )   *  b  *  b  *  h "
Write a function to calculate Volume of Pentagonal Pyramid,"def volumePentagonal ( a ,  b ,  h )  :  
    return  ( 0 . 83 )   *  a  *  b  *  h "
Write a function to calculate Volume of Hexagonal Pyramid,"def volumeHexagonal ( a ,  b ,  h )  :  
    return a  *  b  *  h"
Write a python program to find and print volume of a sphere for which diameter d is given,"import math
diameter  =  12 . 
radius  =  diameter / 2 . 
V  =  4 .  / 3 .   *  math . pi  *  radius  *  *  3
print ( f""Volume =  { V } "" ) "
"Write a python program using list comprehension to produce and print the list ['x', 'xx', 'xxx', 'xxxx', 'y', 'yy', 'yyy', 'yyyy', 'z', 'zz', 'zzz', 'zzzz']","input _ string _ list  =   [ 'x' ,  'y' ,  'z' ] 
repeat _ count  =  4
list2  =   [ input _ string _ list [ i ]   *   ( j + 1 )   for i in range ( len ( input _ string _ list )  )  for j in range ( repeat _ count )   ] 
print ( list2 ) "
"Write a python program using list comprehension to produce and print the list ['x', 'y', 'z', 'xx', 'yy', 'zz', 'xxx', 'yyy', 'zzz', 'xxxx', 'yyyy', 'zzzz']","input _ string _ list  =   [ 'x' ,  'y' ,  'z' ] 
repeat _ count  =  4
list3  =   [ input _ string _ list [ i ]   *   ( j + 1 )  for j in range ( repeat _ count )   for i in range ( len ( input _ string _ list )  )   ] 
print ( list3 ) "
"Write a python program using list comprehension to produce and print the list  [[2],[3],[4],[3],[4],[5],[4],[5],[6]]","start _ num  =  2
repeat _ count  =  3
max _ offset  =  3
list4  =   [  [ start _ num  +  i  +  j  ]   for j in range ( max _ offset )  for i in range ( repeat _ count )   ]  
print ( list4 ) "
"Write a python program using list comprehension to produce and print the list [[2, 3, 4, 5], [3, 4, 5, 6], [4, 5, 6, 7], [5, 6, 7, 8]]","start _ num  =  2
repeat _ count  =  4
max _ offset  = 4
list5  =   [  [ start _ num  +  i  +  j  for j in range ( max _ offset )  ]   for i in range ( repeat _ count )   ] 
print ( list5 ) "
"Write a python program using list comprehension to produce and print the list [(1, 1), (2, 1), (3, 1), (1, 2), (2, 2), (3, 2), (1, 3), (2, 3), (3, 3)]","max _ count  =  3
list6  =   [  ( j + 1 , i + 1 )   for i in range ( max _ count )   for j in range ( max _ count )   ] 
print ( list6 ) "
Write a python program that maps list of words into a list of integers representing the lengths of the corresponding words,"lst  =   [ ""ab"" , ""cde"" , ""erty"" ] 
length _ list  =  list ( map (  ( lambda element :  len ( element )  )  ,  lst )  ) 
print ( str ( length _ list )  ) "
Write a python program which accepts users first name and last name and print in reverse order with a space,"first _ name  =  input ( ""Enter your first name :  "" ) 
last _ name  =  input ( ""Enter your last name :  "" ) 
print ( last _ name . strip (  )   +  "" ""  +  first _ name . strip (  )  ) "
Write a python program to find and print sum of series with cubes of first n natural numbers,"n  =  10
sum  =  0
for i in range ( 1 ,  n + 1 )  :  
    sum  +  =  i *  * 3
print ( f"" { sum } "" ) "
"Write a python  function which returns True elements in a given list is monotonically increasing or decreasing, return False otherwise","def isMonotonic ( A )  :   
    return  ( all ( A [ i ]   <  =  A [ i  +  1 ]  for i in range ( len ( A )   -  1 )  )  or
            all ( A [ i ]   >  =  A [ i  +  1 ]  for i in range ( len ( A )   -  1 )  )  )  "
Write a python program to find and print  K th column of a matrix,"test _ list  =   [  [ 4 ,  5 ,  6 ]  ,   [ 8 ,  1 ,  10 ]  ,   [ 7 ,  12 ,  5 ]  ]  
K  =  2
res  =   [ sub [ K ]  for sub in test _ list ]  
print ( ""The Kth column of matrix is  :  ""  +  str ( res )  )  "
Write a python program to Convert and print Snake case to Pascal case,"test _ str  =  'go _ east _ or _ west _ india _ is _ the _ best'
res  =  test _ str . replace ( "" _ "" ,  "" "" )  . title (  )  . replace ( "" "" ,  """" ) 
print ( res ) "
Write a python  program to print only even length words in a sentence,"def printEvenLengthWords ( s )  :        
    s  =  s . split ( ' ' )   
    for word in s : 
        if len ( word )  % 2 =  = 0 :  
            print ( word )   "
Write a python function which determines if binary representation of a number is palindrome,"def binaryPallindrome ( num )  :  
     binary  =  bin ( num )  
     binary  =  binary [ 2 :  ]  
     return binary  =  =  binary [  - 1 :  :  - 1 ]  "
Write a program to print inverted star pattern for the given number,"n = 11
for i in range  ( n ,  0 ,   - 1 )  :  
    print (  ( n - i )   *  ' '  +  i  *  ' * ' )  "
Write a python function to determine if a year is leap year or not,"def is _ leap ( year )  : 
    leap  =  False"
Write your logic here,"    
    if year  %  4  =  =  0 : 
        if year  %  400  =  =  0 : 
            leap  =  True
        elif year  %  100  =  =  0 : 
            leap  =  False
        else : 
            leap  =  True
    return leap"
Write a python function to find gcd using eucliean algorithm,"def gcd ( a ,  b )  :   
    if a  =  =  0  :  
        return b  
    return gcd ( b % a ,  a ) "
